,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
32,302041,,0,0.0,0.0,-2.6,31,31,100.0,1401/01
57,516231,,0,0.0,,-0.052,12,31,38.71,1401/01
275,515534,,0,0.0,0.0,-0.133,31,31,100.0,1401/01
652,529336,2.07,1,3.23,300.4,-180119.9,10,31,32.26,1401/01
692,518586,,0,0.0,0.0,-37.9,31,31,100.0,1401/01
891,516190,0.99,0,0.0,7640.2,-4027.89,31,31,100.0,1401/01
941,516620,388.24,20,64.52,2523.2,-234140.42,31,31,100.0,1401/01
1115,517921,,0,0.0,,-2.0,31,31,100.0,1401/01
1134,517925,1.3,1,3.23,,-13.292,31,31,100.0,1401/01
1232,514393,,0,0.0,,-0.453,31,31,100.0,1401/01
1243,910761,,0,0.0,0.0,-0.453,31,31,100.0,1401/01
1269,601218,,0,0.0,0.0,-123.3,31,31,100.0,1401/01
1337,514608,23.17,0,0.0,467.7,-287361.9,31,31,100.0,1401/01
1379,806488,,0,0.0,0.0,-1595.03,31,31,100.0,1401/01
1509,529019,,0,0.0,0.0,-98.1,31,31,100.0,1401/01
1713,618310,0.44,7,22.58,4550.5,-5.43,31,31,100.0,1401/01
1727,514421,2.62,4,12.9,8849.6,-108.7,31,31,100.0,1401/01
1819,924132,,0,0.0,17.0,-6243.886,31,31,100.0,1401/01
1935,516805,,0,0.0,0.1,-1.1,31,31,100.0,1401/01
2136,515367,,0,0.0,0.0,-0.42,31,31,100.0,1401/01
2173,518328,,0,0.0,,-22160.67,12,31,38.71,1401/01
2250,302041,,0,0.0,0.0,-2.6,31,31,100.0,1401/02
2562,910813,3.4,0,0.0,7.2,-5069.798,30,31,96.77,1401/02
2671,514348,,0,0.0,0.0,-576.164,15,31,48.39,1401/02
2868,529330,,0,0.0,0.1,-0.4,18,31,58.06,1401/02
2873,529090,,0,0.0,337.2,-46532.62,31,31,100.0,1401/02
2900,615609,,0,0.0,,-0.012,31,31,100.0,1401/02
2910,518586,,0,0.0,0.0,-37.9,31,31,100.0,1401/02
2913,517235,0.42,3,9.68,34.2,-14.428,7,31,22.58,1401/02
3109,516190,,0,0.0,46.8,-2275.75,29,31,93.55,1401/02
3111,606009,38.07,0,0.0,1207.3,-26296.79,31,31,100.0,1401/02
3159,516620,761.56,22,70.97,165.4,-453221.9,31,31,100.0,1401/02
3352,517925,,0,0.0,,-20.496,31,31,100.0,1401/02
3383,212129,0.2,0,0.0,8.5,-203.918,24,31,77.42,1401/02
3487,601218,,0,0.0,0.0,-123.4,31,31,100.0,1401/02
3727,529019,,0,0.0,0.0,-98.1,31,31,100.0,1401/02
3789,515478,8.45,8,25.81,109.5,-3451.866,31,31,100.0,1401/02
3795,514922,3.94,7,22.58,351.6,-1010.552,31,31,100.0,1401/02
3902,600280,,0,0.0,0.0,-0.035,31,31,100.0,1401/02
4059,804865,,0,0.0,0.0,-1741.7,31,31,100.0,1401/02
4174,541975,0.48,3,9.68,-2207.8,-80.01,7,31,22.58,1401/02
4221,516014,,0,0.0,,-0.001,23,31,74.19,1401/02
4409,615183,,0,0.0,0.0,-0.01,31,31,100.0,1401/02
4468,302041,,0,0.0,0.0,-2.6,31,31,100.0,1401/03
4493,516231,,0,0.0,,-0.022,8,31,25.81,1401/03
4496,515828,,0,0.0,0.0,-0.021,31,31,100.0,1401/03
4835,520651,,0,0.0,1.1,-1727.106,30,31,96.77,1401/03
5059,529150,11.76,31,100.0,2424.4,-31281.358,31,31,100.0,1401/03
5088,529336,2.05,2,6.45,125.2,-1.789,31,31,100.0,1401/03
5128,518586,,0,0.0,0.0,-37.9,31,31,100.0,1401/03
5338,606010,30.0,1,3.23,1.0,-104.63,31,31,100.0,1401/03
5377,516620,760.4,19,61.29,825.8,-255327.1,31,31,100.0,1401/03
5391,212153,2.4,0,0.0,,-23.596,3,31,9.68,1401/03
5448,530198,8.27,0,0.0,3532.7,-140164.6,31,31,100.0,1401/03
5563,514660,1.77,7,22.58,4108.7,-74340.513,31,31,100.0,1401/03
5570,517925,2.4,1,3.23,,-39.101,31,31,100.0,1401/03
5705,601218,,0,0.0,0.0,-123.3,31,31,100.0,1401/03
5773,514608,,0,0.0,0.0,-11682.2,31,31,100.0,1401/03
5945,529019,,0,0.0,0.0,-98.2,31,31,100.0,1401/03
6007,515478,9.47,31,100.0,1267.3,-23369.424,31,31,100.0,1401/03
6013,514922,3.04,14,45.16,2137.1,-1991.012,31,31,100.0,1401/03
6029,519465,,0,0.0,,-0.13,31,31,100.0,1401/03
6064,529280,,0,0.0,0.0,-194.6,31,31,100.0,1401/03
6094,107079,,0,0.0,,-1.032,4,31,12.9,1401/03
6102,516091,,0,0.0,0.0,-0.292,31,31,100.0,1401/03
6113,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1401/03
6149,618310,0.3,0,0.0,11377.5,-0.54,31,31,100.0,1401/03
6215,515805,2.67,0,0.0,28394.5,-127386.5,31,31,100.0,1401/03
6277,804865,,0,0.0,0.0,-1741.8,31,31,100.0,1401/03
6451,515625,29.29,0,0.0,311.1,-18023.61,14,31,45.16,1401/03
6652,925005,,0,0.0,,-549705.9,1,31,3.23,1401/03
6683,515611,10.54,0,0.0,20683.0,-112525.7,31,31,100.0,1401/04
6686,302041,,0,0.0,0.0,-2.6,31,31,100.0,1401/04
6709,517768,,0,0.0,0.0,-993.5,31,31,100.0,1401/04
6979,541983,,0,0.0,,-21.691,20,31,64.52,1401/04
7237,514025,0.35,1,3.23,1.5,-55664.65,27,31,87.1,1401/04
7277,529150,11.19,31,100.0,14988.0,-29424.09,31,31,100.0,1401/04
7281,622093,0.3,0,0.0,,-2020.537,13,31,41.94,1401/04
7286,519664,,0,0.0,0.0,-715.416,31,31,100.0,1401/04
7309,529090,,0,0.0,64.1,-455628.28,31,31,100.0,1401/04
7346,518586,,0,0.0,0.0,-37.9,31,31,100.0,1401/04
7350,516414,2.0,0,0.0,,-5.054,31,31,100.0,1401/04
7383,541763,,0,0.0,,-45.886,21,31,67.74,1401/04
7445,805264,,0,0.0,0.0,-58.8,31,31,100.0,1401/04
7525,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1401/04
7633,518510,,0,0.0,,-0.001,31,31,100.0,1401/04
7639,515938,2.57,0,0.0,,-3.781,31,31,100.0,1401/04
7666,530198,,0,0.0,0.0,-1486.4,31,31,100.0,1401/04
7769,517921,1.0,1,3.23,,-2.86,31,31,100.0,1401/04
7883,603078,,0,0.0,,-138.942,4,31,12.9,1401/04
7886,514393,,0,0.0,,-24.282,7,31,22.58,1401/04
7897,910761,,0,0.0,,-24.282,9,31,29.03,1401/04
7923,601218,,0,0.0,0.0,-123.4,31,31,100.0,1401/04
7948,517968,,0,0.0,,-13.241,20,31,64.52,1401/04
7956,515587,,0,0.0,,-1519.3,11,31,35.48,1401/04
7975,515627,,0,0.0,0.0,-8672.0,31,31,100.0,1401/04
7991,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1401/04
8042,529166,0.9,0,0.0,33.1,-310834.7,13,31,41.94,1401/04
8124,529424,1.13,0,0.0,22.3,-26225.494,13,31,41.94,1401/04
8163,529019,,0,0.0,0.0,-98.1,31,31,100.0,1401/04
8225,515478,8.94,31,100.0,835.7,-23530.1,31,31,100.0,1401/04
8231,514922,3.13,6,19.35,565.9,-317.149,31,31,100.0,1401/04
8262,519845,,0,0.0,0.0,-52.1,31,31,100.0,1401/04
8268,806393,1.42,0,0.0,18.2,-13.321,31,31,100.0,1401/04
8282,529280,,0,0.0,0.0,-194.7,31,31,100.0,1401/04
8322,515550,,0,0.0,,-48.745,21,31,67.74,1401/04
8331,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1401/04
8393,600061,,0,0.0,,-99.758,4,31,12.9,1401/04
8404,514255,14.1,0,0.0,,-63.408,31,31,100.0,1401/04
8417,514580,,0,0.0,0.0,-2156.9,31,31,100.0,1401/04
8432,517446,1.62,1,3.23,8.1,-2.91,31,31,100.0,1401/04
8480,529342,,0,0.0,,-77.259,4,31,12.9,1401/04
8495,804865,,0,0.0,0.0,-1741.7,31,31,100.0,1401/04
8510,604652,,0,0.0,0.0,-0.011,31,31,100.0,1401/04
8517,200708,,0,0.0,,-49.934,20,31,64.52,1401/04
8518,517400,1.45,1,3.23,6.7,-3.115,31,31,100.0,1401/04
8536,122092,,0,0.0,0.0,-0.1,31,31,100.0,1401/04
8636,516876,1.72,1,3.23,8.0,-329.709,31,31,100.0,1401/04
8653,603033,,0,0.0,,-137.288,9,31,29.03,1401/04
8763,122043,,0,0.0,,-44.783,21,31,67.74,1401/04
8845,615183,,0,0.0,0.0,-0.146,31,31,100.0,1401/04
8895,517638,,0,0.0,0.0,-780.9,31,31,100.0,1401/05
8904,302041,,0,0.0,0.0,-2.7,31,31,100.0,1401/05
8927,517768,,0,0.0,0.0,-993.6,31,31,100.0,1401/05
9346,911654,,0,0.0,0.0,-0.1,31,31,100.0,1401/05
9405,515846,0.75,0,0.0,2277.2,-2048.31,22,31,70.97,1401/05
9495,529150,10.45,31,100.0,22638.5,-27799.18,31,31,100.0,1401/05
9504,519664,,0,0.0,,-0.007,29,31,93.55,1401/05
9554,615609,,0,0.0,,-0.019,31,31,100.0,1401/05
9564,518586,,0,0.0,0.0,-37.9,31,31,100.0,1401/05
9663,805264,,0,0.0,0.0,-58.9,31,31,100.0,1401/05
9743,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1401/05
9884,530198,,0,0.0,0.0,-1486.4,31,31,100.0,1401/05
9906,222224,,0,0.0,,-74.364,14,31,45.16,1401/05
9930,514093,4.24,0,0.0,920.2,-76897.86,22,31,70.97,1401/05
9987,517921,,0,0.0,,-0.36,31,31,100.0,1401/05
10006,517925,,0,0.0,,-17.541,27,31,87.1,1401/05
10138,603636,,0,0.0,,-1.389,1,31,3.23,1401/05
10141,601218,,0,0.0,0.0,-123.3,31,31,100.0,1401/05
10193,515627,,0,0.0,0.0,-8672.0,31,31,100.0,1401/05
10209,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1401/05
10381,529019,,0,0.0,0.0,-98.1,31,31,100.0,1401/05
10443,515478,8.23,18,58.06,26097.2,-4450.02,31,31,100.0,1401/05
10449,514922,2.94,7,22.58,244.2,-668.947,31,31,100.0,1401/05
10455,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1401/05
10480,519845,,0,0.0,0.0,-52.1,31,31,100.0,1401/05
10500,529280,,0,0.0,0.0,-194.7,31,31,100.0,1401/05
10549,529097,,0,0.0,0.0,-3306.1,31,31,100.0,1401/05
10585,618310,0.4,1,3.23,,-0.77,31,31,100.0,1401/05
10622,514255,,0,0.0,,-19.513,31,31,100.0,1401/05
10635,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1401/05
10640,602378,,0,0.0,,-190.803,31,31,100.0,1401/05
10704,603351,24.42,0,0.0,6977.4,-178540.686,31,31,100.0,1401/05
10713,804865,,0,0.0,0.0,-1741.8,31,31,100.0,1401/05
10728,604652,,0,0.0,,-0.016,31,31,100.0,1401/05
10761,911408,,0,0.0,0.0,-0.6,31,31,100.0,1401/05
10893,514394,3.7,0,0.0,,-25133.64,20,31,64.52,1401/05
10898,529148,,0,0.0,,-117.056,31,31,100.0,1401/05
10947,513475,2.15,0,0.0,,-18958.78,22,31,70.97,1401/05
11113,517638,,0,0.0,0.0,-781.0,31,31,100.0,1401/06
11122,302041,,0,0.0,0.0,-2.6,31,31,100.0,1401/06
11145,517768,,0,0.0,0.0,-993.5,31,31,100.0,1401/06
11174,515530,4.7,3,9.68,,-32.69,31,31,100.0,1401/06
11346,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1401/06
11402,518131,,0,0.0,,-149.959,12,31,38.71,1401/06
11558,604324,,0,0.0,,-315792.884,1,31,3.23,1401/06
11636,603069,,0,0.0,,-0.466,12,31,38.71,1401/06
11713,529150,8.91,22,70.97,40568.5,-22612.05,31,31,100.0,1401/06
11772,615609,,0,0.0,,-0.024,31,31,100.0,1401/06
11782,518586,,0,0.0,0.0,-37.8,31,31,100.0,1401/06
11845,103226,0.3,1,3.23,,-0.3,31,31,100.0,1401/06
11881,805264,,0,0.0,0.0,-58.8,31,31,100.0,1401/06
11961,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1401/06
12102,530198,,0,0.0,0.0,-1486.3,31,31,100.0,1401/06
12110,912722,,0,0.0,,-127706.1,15,31,48.39,1401/06
12127,517186,0.12,0,0.0,116.5,-18033.26,20,31,64.52,1401/06
12359,601218,,0,0.0,0.0,-123.4,31,31,100.0,1401/06
12411,515627,,0,0.0,0.0,-8672.0,31,31,100.0,1401/06
12427,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1401/06
12467,805172,0.96,0,0.0,54209.2,-23858.76,31,31,100.0,1401/06
12568,516589,,0,0.0,,-0.002,31,31,100.0,1401/06
12599,529019,,0,0.0,0.0,-98.1,31,31,100.0,1401/06
12673,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1401/06
12698,519845,,0,0.0,0.0,-52.2,31,31,100.0,1401/06
12718,529280,,0,0.0,0.0,-194.7,31,31,100.0,1401/06
12767,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1401/06
12798,607069,24.2,0,0.0,,-92.49,31,31,100.0,1401/06
12803,618310,0.37,3,9.68,,-0.61,31,31,100.0,1401/06
12840,514255,3.4,1,3.23,,-53.442,31,31,100.0,1401/06
12853,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1401/06
12931,804865,,0,0.0,0.0,-1741.7,31,31,100.0,1401/06
12979,911408,,0,0.0,0.0,-0.7,31,31,100.0,1401/06
13089,603033,,0,0.0,,-437.461,12,31,38.71,1401/06
13187,514700,23.88,11,35.48,86.9,-5302.469,31,31,100.0,1401/06
13266,804229,,0,0.0,,-3885.269,12,31,38.71,1401/06
13267,804176,,0,0.0,,-83.863,12,31,38.71,1401/06
13313,911508,0.75,0,0.0,5.5,-12.296,29,30,96.67,1401/07
13331,517638,,0,0.0,0.0,-755.7,30,30,100.0,1401/07
13340,302041,,0,0.0,0.0,-2.5,30,30,100.0,1401/07
13363,517768,,0,0.0,0.0,-961.5,30,30,100.0,1401/07
13367,514487,,0,0.0,,-55.1,30,30,100.0,1401/07
13564,600448,,0,0.0,0.0,-1919.1,30,30,100.0,1401/07
13590,100212,2.8,0,0.0,,-55.204,29,30,96.67,1401/07
13611,529041,4.57,0,0.0,51.0,-17714.284,4,30,13.33,1401/07
13776,604324,0.5,0,0.0,25.8,-1.516,29,30,96.67,1401/07
13779,519747,,0,0.0,0.0,-124.9,30,30,100.0,1401/07
13922,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1401/07
13931,529150,6.3,3,10.0,12016.1,-2244.4,14,30,46.67,1401/07
13990,615609,0.1,1,3.33,,-1.017,14,30,46.67,1401/07
14000,518586,,0,0.0,0.0,-36.7,30,30,100.0,1401/07
14015,516265,0.4,0,0.0,19.0,-4870.288,30,30,100.0,1401/07
14063,103226,,0,0.0,,-0.18,30,30,100.0,1401/07
14074,518744,,0,0.0,,-49.132,29,30,96.67,1401/07
14091,302565,1.35,0,0.0,5256.6,-950.17,30,30,100.0,1401/07
14099,805264,,0,0.0,0.0,-56.9,30,30,100.0,1401/07
14137,514163,16.0,0,0.0,,-18677.937,6,30,20.0,1401/07
14147,516618,,0,0.0,,-23.065,29,30,96.67,1401/07
14179,111111,,0,0.0,0.0,-1516.5,30,30,100.0,1401/07
14252,212151,,0,0.0,,-10168.79,29,30,96.67,1401/07
14320,530198,,0,0.0,0.0,-1438.4,30,30,100.0,1401/07
14414,514094,,0,0.0,,-7.9,30,30,100.0,1401/07
14435,514660,0.2,0,0.0,23.8,-7.687,24,30,80.0,1401/07
14577,601218,,0,0.0,0.0,-119.3,30,30,100.0,1401/07
14589,515812,,0,0.0,0.0,-64162.4,30,30,100.0,1401/07
14629,515627,,0,0.0,0.0,-8392.2,30,30,100.0,1401/07
14645,514608,,0,0.0,0.0,-11305.3,30,30,100.0,1401/07
14794,529005,,0,0.0,,-404896.5,8,30,26.67,1401/07
14817,529019,,0,0.0,0.0,-95.0,30,30,100.0,1401/07
14843,514947,,0,0.0,0.0,-43.3,30,30,100.0,1401/07
14876,602498,,0,0.0,,-0.114,30,30,100.0,1401/07
14891,514053,,0,0.0,0.0,-41755.7,30,30,100.0,1401/07
14916,519845,,0,0.0,0.0,-50.4,30,30,100.0,1401/07
14917,529169,,0,0.0,0.0,-29732.8,30,30,100.0,1401/07
14936,529280,,0,0.0,0.0,-188.3,30,30,100.0,1401/07
14949,529221,0.1,0,0.0,4.9,-1.755,1,30,3.33,1401/07
14966,107079,,0,0.0,,-1.189,13,30,43.33,1401/07
14985,529097,,0,0.0,0.0,-3199.6,30,30,100.0,1401/07
14998,518293,,0,0.0,0.0,-0.2,30,30,100.0,1401/07
15007,603601,,0,0.0,,-0.46,30,30,100.0,1401/07
15016,607069,,0,0.0,,-35.26,30,30,100.0,1401/07
15018,805347,,0,0.0,0.0,-435.7,30,30,100.0,1401/07
15021,618310,,0,0.0,,-0.2,30,30,100.0,1401/07
15035,514421,,0,0.0,,-161.3,30,30,100.0,1401/07
15058,514255,,0,0.0,,-124.163,30,30,100.0,1401/07
15071,514580,,0,0.0,0.0,-2087.3,30,30,100.0,1401/07
15113,518972,4.07,0,0.0,145.8,-2335.228,30,30,100.0,1401/07
15149,804865,,0,0.0,0.0,-1685.6,30,30,100.0,1401/07
15197,911408,,0,0.0,0.0,-0.7,30,30,100.0,1401/07
15242,514699,,0,0.0,,-3902.5,30,30,100.0,1401/07
15265,515792,,0,0.0,0.0,-31.4,30,30,100.0,1401/07
15395,603044,4.47,0,0.0,2.0,-92148.274,29,30,96.67,1401/07
15487,518054,,0,0.0,,-8336.758,1,30,3.33,1401/07
15491,107149,8.5,0,0.0,,-14.1,9,30,30.0,1401/07
15549,517638,,0,0.0,0.0,-755.8,30,30,100.0,1401/08
15558,302041,,0,0.0,0.0,-2.5,30,30,100.0,1401/08
15581,517768,,0,0.0,0.0,-961.5,30,30,100.0,1401/08
15610,515530,,0,0.0,,-73.26,30,30,100.0,1401/08
15620,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1401/08
15763,529293,15.82,0,0.0,14058.5,-29017.5,30,30,100.0,1401/08
15769,515056,,0,0.0,0.0,-70.0,30,30,100.0,1401/08
15782,600448,,0,0.0,0.0,-1919.2,30,30,100.0,1401/08
15824,806526,0.63,0,0.0,4420.2,-3.38,30,30,100.0,1401/08
15936,606059,1.5,0,0.0,681.5,-2.0,12,30,40.0,1401/08
15978,805895,,0,0.0,,-0.005,30,30,100.0,1401/08
15982,517316,2.0,0,0.0,,-26784.0,23,30,76.67,1401/08
15997,519747,,0,0.0,0.0,-124.8,30,30,100.0,1401/08
16073,622260,,0,0.0,,-0.3,30,30,100.0,1401/08
16090,514763,,0,0.0,,-56.7,30,30,100.0,1401/08
16101,517766,,0,0.0,0.0,-13845.4,30,30,100.0,1401/08
16129,603043,2.55,0,0.0,4822.4,-2.55,30,30,100.0,1401/08
16140,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1401/08
16208,615609,,0,0.0,,-0.462,30,30,100.0,1401/08
16218,518586,,0,0.0,0.0,-36.7,30,30,100.0,1401/08
16284,102531,,0,0.0,0.0,-2507.4,30,30,100.0,1401/08
16305,804873,,0,0.0,0.0,-5219.6,30,30,100.0,1401/08
16317,805264,,0,0.0,0.0,-57.0,30,30,100.0,1401/08
16355,514163,17.8,0,0.0,234.9,-10529.98,30,30,100.0,1401/08
16397,111111,,0,0.0,0.0,-1516.4,30,30,100.0,1401/08
16419,606009,,0,0.0,,-0.1,30,30,100.0,1401/08
16440,100085,,0,0.0,,-76768.63,30,30,100.0,1401/08
16538,530198,,0,0.0,0.0,-1438.5,30,30,100.0,1401/08
16602,514088,,0,0.0,,-411.6,30,30,100.0,1401/08
16607,514090,,0,0.0,0.0,-282.1,30,30,100.0,1401/08
16659,514097,,0,0.0,,-3146.06,30,30,100.0,1401/08
16795,601218,,0,0.0,0.0,-119.4,30,30,100.0,1401/08
16807,515812,,0,0.0,0.0,-64162.3,30,30,100.0,1401/08
16847,515627,,0,0.0,0.0,-8392.2,30,30,100.0,1401/08
16857,529581,,0,0.0,,-0.001,28,30,93.33,1401/08
16863,514608,,0,0.0,0.0,-11305.3,30,30,100.0,1401/08
16913,529028,,0,0.0,,-1.26,12,30,40.0,1401/08
16978,524216,,0,0.0,,-0.436,30,30,100.0,1401/08
17013,529580,0.9,0,0.0,698.0,-0.53,30,30,100.0,1401/08
17021,529382,,0,0.0,,-125.98,10,30,33.33,1401/08
17035,529019,,0,0.0,0.0,-95.0,30,30,100.0,1401/08
17061,514947,,0,0.0,0.0,-43.2,30,30,100.0,1401/08
17109,514053,,0,0.0,0.0,-41755.8,30,30,100.0,1401/08
17134,519845,,0,0.0,0.0,-50.5,30,30,100.0,1401/08
17135,529169,,0,0.0,0.0,-29732.7,30,30,100.0,1401/08
17154,529280,,0,0.0,0.0,-188.4,30,30,100.0,1401/08
17203,529097,,0,0.0,0.0,-3199.5,30,30,100.0,1401/08
17216,518293,,0,0.0,0.0,-0.3,30,30,100.0,1401/08
17236,805347,,0,0.0,0.0,-435.8,30,30,100.0,1401/08
17244,519313,0.4,0,0.0,,-1.94,30,30,100.0,1401/08
17289,514580,,0,0.0,0.0,-2087.2,30,30,100.0,1401/08
17367,804865,,0,0.0,0.0,-1685.5,30,30,100.0,1401/08
17380,805080,,0,0.0,0.0,-134.6,30,30,100.0,1401/08
17408,122092,,0,0.0,0.0,-0.1,30,30,100.0,1401/08
17415,911408,,0,0.0,0.0,-0.6,30,30,100.0,1401/08
17460,514699,7.57,0,0.0,25814.6,-16420.7,30,30,100.0,1401/08
17483,515792,,0,0.0,0.0,-31.3,30,30,100.0,1401/08
17767,517638,,0,0.0,0.0,-755.8,30,30,100.0,1401/09
17776,302041,,0,0.0,0.0,-2.6,30,30,100.0,1401/09
17799,517768,,0,0.0,0.0,-961.5,30,30,100.0,1401/09
17838,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1401/09
17846,519042,0.7,0,0.0,,-21.441,30,30,100.0,1401/09
17965,806413,,0,0.0,,-39.288,11,30,36.67,1401/09
17987,515056,,0,0.0,0.0,-70.0,30,30,100.0,1401/09
17995,517979,14.15,0,0.0,0.0,-5600.8,30,30,100.0,1401/09
18000,600448,,0,0.0,0.0,-1919.1,30,30,100.0,1401/09
18005,514153,,0,0.0,,-110480.4,10,30,33.33,1401/09
18060,514511,6.4,0,0.0,,-606.747,30,30,100.0,1401/09
18111,529013,,0,0.0,0.0,-15341.4,30,30,100.0,1401/09
18215,519747,,0,0.0,0.0,-124.9,30,30,100.0,1401/09
18308,514763,,0,0.0,,-130143.76,18,30,60.0,1401/09
18319,517766,,0,0.0,0.0,-13845.4,30,30,100.0,1401/09
18358,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1401/09
18394,529330,,0,0.0,,-746046.2,23,30,76.67,1401/09
18436,518586,,0,0.0,0.0,-36.6,30,30,100.0,1401/09
18498,804714,0.5,0,0.0,,-4.488,30,30,100.0,1401/09
18502,102531,,0,0.0,0.0,-2507.5,30,30,100.0,1401/09
18523,804873,,0,0.0,0.0,-5219.6,30,30,100.0,1401/09
18535,805264,,0,0.0,0.0,-56.9,30,30,100.0,1401/09
18548,605368,,0,0.0,0.0,-3717.4,30,30,100.0,1401/09
18573,514163,,0,0.0,,-13264.22,30,30,100.0,1401/09
18615,111111,,0,0.0,0.0,-1516.5,30,30,100.0,1401/09
18638,514901,,0,0.0,,-148568.4,13,30,43.33,1401/09
18658,100085,,0,0.0,,-43956.95,30,30,100.0,1401/09
18756,530198,,0,0.0,0.0,-1438.4,30,30,100.0,1401/09
18810,516353,10.5,0,0.0,9689.1,-365346.6,30,30,100.0,1401/09
18819,516366,3.7,0,0.0,,-0.89,30,30,100.0,1401/09
18825,514090,,0,0.0,0.0,-282.1,30,30,100.0,1401/09
18877,514097,,0,0.0,,-3146.03,30,30,100.0,1401/09
18881,514441,,0,0.0,,-0.3,30,30,100.0,1401/09
18896,604034,2.19,0,0.0,4278.7,-19605.06,30,30,100.0,1401/09
19002,516735,,0,0.0,,-0.1,30,30,100.0,1401/09
19013,601218,,0,0.0,0.0,-119.4,30,30,100.0,1401/09
19025,515812,,0,0.0,0.0,-64162.4,30,30,100.0,1401/09
19065,515627,,0,0.0,0.0,-8392.3,30,30,100.0,1401/09
19081,514608,,0,0.0,0.0,-11305.3,30,30,100.0,1401/09
19098,516834,,0,0.0,,-0.07,24,30,80.0,1401/09
19189,805272,,0,0.0,,-297.451,14,30,46.67,1401/09
19253,529019,,0,0.0,0.0,-94.9,30,30,100.0,1401/09
19279,514947,,0,0.0,0.0,-43.2,30,30,100.0,1401/09
19327,514053,,0,0.0,0.0,-41755.7,30,30,100.0,1401/09
19352,519845,,0,0.0,0.0,-50.4,30,30,100.0,1401/09
19353,529169,,0,0.0,0.0,-29732.8,30,30,100.0,1401/09
19372,529280,,0,0.0,0.0,-188.4,30,30,100.0,1401/09
19381,515477,,0,0.0,,-0.003,30,30,100.0,1401/09
19421,529097,,0,0.0,0.0,-3199.5,30,30,100.0,1401/09
19434,518293,,0,0.0,0.0,-0.2,30,30,100.0,1401/09
19454,805347,,0,0.0,0.0,-435.7,30,30,100.0,1401/09
19507,514580,,0,0.0,0.0,-2087.3,30,30,100.0,1401/09
19585,804865,,0,0.0,0.0,-1685.6,30,30,100.0,1401/09
19598,805080,,0,0.0,0.0,-134.7,30,30,100.0,1401/09
19633,911408,,0,0.0,0.0,-0.7,30,30,100.0,1401/09
19678,514699,4.07,0,0.0,301.6,-4061.6,30,30,100.0,1401/09
19701,515792,,0,0.0,0.0,-31.4,30,30,100.0,1401/09
19952,515637,,0,0.0,0.0,-6694.2,30,30,100.0,1401/09
19972,517963,12.78,0,0.0,109091.3,-651134.153,30,30,100.0,1401/10
19985,517638,,0,0.0,0.0,-755.7,30,30,100.0,1401/10
19994,302041,,0,0.0,0.0,-2.5,30,30,100.0,1401/10
20000,514059,,0,0.0,0.0,-2543.6,30,30,100.0,1401/10
20006,618400,,0,0.0,,-2.4,5,30,16.67,1401/10
20014,107165,0.88,0,0.0,,-1.3,30,30,100.0,1401/10
20017,517768,,0,0.0,0.0,-961.5,30,30,100.0,1401/10
20021,514487,1.0,0,0.0,,-1.5,30,30,100.0,1401/10
20043,515854,,0,0.0,,-0.3,30,30,100.0,1401/10
20056,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1401/10
20064,519042,,0,0.0,,-8.782,30,30,100.0,1401/10
20117,چاه G,,0,0.0,,-258.465,1,30,3.33,1401/10
20119,پمپاژ چاه D,,0,0.0,,-122.475,20,30,66.67,1401/10
20125,چاه بهاریه 1,,0,0.0,,-216.148,20,30,66.67,1401/10
20132,فروتقه,,0,0.0,,-79.86,12,30,40.0,1401/10
20138,قوچ پلنگ,,0,0.0,,-172.93,12,30,40.0,1401/10
20205,515056,,0,0.0,0.0,-70.1,30,30,100.0,1401/10
20208,805204,,0,0.0,0.0,-58.6,30,30,100.0,1401/10
20213,517979,,0,0.0,0.0,-10111.1,30,30,100.0,1401/10
20218,600448,,0,0.0,0.0,-1919.1,30,30,100.0,1401/10
20221,805637,29.71,0,0.0,135.8,-566628.7,30,30,100.0,1401/10
20225,514682,,0,0.0,0.0,-34816.0,30,30,100.0,1401/10
20243,601523,,0,0.0,,-2.186,21,30,70.0,1401/10
20244,100212,,0,0.0,,-0.134,30,30,100.0,1401/10
20329,529013,,0,0.0,0.0,-15341.3,30,30,100.0,1401/10
