,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
7,603182,,0,0.0,,0.0,31,31,100.0,1401/01
48,513657,,0,0.0,,0.0,31,31,100.0,1401/01
60,515828,,0,0.0,,0.0,31,31,100.0,1401/01
79,519684,3.3,0,0.0,,4.5,31,31,100.0,1401/01
94,911838,,0,0.0,,0.0,31,31,100.0,1401/01
99,804014,,0,0.0,,0.0,31,31,100.0,1401/01
110,603017,,0,0.0,,0.0,31,31,100.0,1401/01
113,222222,,0,0.0,,0.0,31,31,100.0,1401/01
289,805079,,0,0.0,,0.0,31,31,100.0,1401/01
331,804592,,0,0.0,,0.0,31,31,100.0,1401/01
335,514831,,0,0.0,,0.0,31,31,100.0,1401/01
363,603187,,0,0.0,,0.0,31,31,100.0,1401/01
394,202545,,0,0.0,,0.0,31,31,100.0,1401/01
396,530165,,0,0.0,,0.0,31,31,100.0,1401/01
405,514787,,0,0.0,,0.0,31,31,100.0,1401/01
415,601055,2.87,0,0.0,,112.046,31,31,100.0,1401/01
420,523005,,0,0.0,,0.0,31,31,100.0,1401/01
423,925243,,0,0.0,,0.0,31,31,100.0,1401/01
448,515531,,0,0.0,,0.0,31,31,100.0,1401/01
479,516421,,0,0.0,,0.0,31,31,100.0,1401/01
488,514722,,0,0.0,,0.0,31,31,100.0,1401/01
506,603190,,0,0.0,,0.0,31,31,100.0,1401/01
540,602018,,0,0.0,,0.0,31,31,100.0,1401/01
542,804970,,0,0.0,,0.0,31,31,100.0,1401/01
551,515395,,0,0.0,,0.0,31,31,100.0,1401/01
569,603230,,0,0.0,,0.0,31,31,100.0,1401/01
583,514025,13.6,0,0.0,,126.67,27,31,87.1,1401/01
618,615159,,0,0.0,,0.0,31,31,100.0,1401/01
638,514322,,0,0.0,,0.0,31,31,100.0,1401/01
659,516929,,0,0.0,,0.0,31,31,100.0,1401/01
663,805123,,0,0.0,,0.0,31,31,100.0,1401/01
689,529071,,0,0.0,,0.0,31,31,100.0,1401/01
724,108154,,0,0.0,,0.0,31,31,100.0,1401/01
773,519327,,0,0.0,,0.0,31,31,100.0,1401/01
803,608931,,0,0.0,,0.0,31,31,100.0,1401/01
857,606085,,0,0.0,,0.0,31,31,100.0,1401/01
859,602428-1,,0,0.0,,0.0,31,31,100.0,1401/01
860,602428-2,,0,0.0,,0.0,31,31,100.0,1401/01
861,602667,,0,0.0,,0.0,31,31,100.0,1401/01
914,100085,,0,0.0,,0.0,31,31,100.0,1401/01
940,200682,,0,0.0,,0.0,31,31,100.0,1401/01
955,212153,,0,0.0,,0.0,4,31,12.9,1401/01
962,608685,,0,0.0,,0.0,31,31,100.0,1401/01
989,526244,,0,0.0,,0.0,31,31,100.0,1401/01
1017,515134,,0,0.0,,0.0,31,31,100.0,1401/01
1030,518382,,0,0.0,,0.0,31,31,100.0,1401/01
1033,602864,,0,0.0,,0.0,31,31,100.0,1401/01
1078,514086,,0,0.0,,0.0,31,31,100.0,1401/01
1079,514574,,0,0.0,,0.0,31,31,100.0,1401/01
1080,514654,,0,0.0,,0.0,31,31,100.0,1401/01
1081,514090,,0,0.0,,0.0,31,31,100.0,1401/01
1082,515619,,0,0.0,,0.0,31,31,100.0,1401/01
1102,516377,,0,0.0,,0.0,31,31,100.0,1401/01
1103,111138,,0,0.0,,0.0,31,31,100.0,1401/01
1105,514951,,0,0.0,,0.0,31,31,100.0,1401/01
1107,517716,,0,0.0,,0.0,31,31,100.0,1401/01
1110,515517,,0,0.0,,0.0,31,31,100.0,1401/01
1111,517099,,0,0.0,,0.0,31,31,100.0,1401/01
1112,517303,,0,0.0,,0.0,31,31,100.0,1401/01
1114,514953,,0,0.0,,0.0,31,31,100.0,1401/01
1116,516388,,0,0.0,,0.0,31,31,100.0,1401/01
1117,517922,,0,0.0,,0.0,31,31,100.0,1401/01
1118,515269,,0,0.0,,0.0,31,31,100.0,1401/01
1125,515724,,0,0.0,,0.0,31,31,100.0,1401/01
1139,515058,,0,0.0,,0.0,31,31,100.0,1401/01
1255,521081,,0,0.0,,0.0,31,31,100.0,1401/01
1262,805112,,0,0.0,,0.0,31,31,100.0,1401/01
1267,604658,,0,0.0,,0.0,31,31,100.0,1401/01
1287,804784,,0,0.0,,0.0,31,31,100.0,1401/01
1304,602795,,0,0.0,,0.0,31,31,100.0,1401/01
1320,515972,,0,0.0,,0.0,31,31,100.0,1401/01
1328,530361,,0,0.0,,0.0,31,31,100.0,1401/01
1397,628052,,0,0.0,,0.0,23,31,74.19,1401/01
1429,604360,,0,0.0,,0.0,31,31,100.0,1401/01
1431,518947,,0,0.0,,0.0,31,31,100.0,1401/01
1437,517020,,0,0.0,,0.0,31,31,100.0,1401/01
1444,200370,,0,0.0,,0.0,31,31,100.0,1401/01
1466,517218,,0,0.0,,0.0,31,31,100.0,1401/01
1468,524461,,0,0.0,,0.0,31,31,100.0,1401/01
1500,100626,,0,0.0,,0.0,31,31,100.0,1401/01
1522,607156,,0,0.0,,0.0,31,31,100.0,1401/01
1567,601125,,0,0.0,,0.0,31,31,100.0,1401/01
1569,514972,,0,0.0,,0.0,31,31,100.0,1401/01
1570,514182,,0,0.0,,0.0,31,31,100.0,1401/01
1571,515478,,0,0.0,,0.0,31,31,100.0,1401/01
1572,515049,,0,0.0,,0.0,31,31,100.0,1401/01
1573,517263,,0,0.0,,0.0,31,31,100.0,1401/01
1574,514625,,0,0.0,,0.0,31,31,100.0,1401/01
1575,516883,,0,0.0,,0.0,31,31,100.0,1401/01
1584,805657,,0,0.0,,0.0,31,31,100.0,1401/01
1607,913163,,0,0.0,,0.0,31,31,100.0,1401/01
1613,806472,,0,0.0,,0.0,31,31,100.0,1401/01
1661,515387,,0,0.0,,0.0,31,31,100.0,1401/01
1672,604158,,0,0.0,,0.0,31,31,100.0,1401/01
1686,604716,,0,0.0,,0.0,31,31,100.0,1401/01
1697,514243,,0,0.0,,0.0,31,31,100.0,1401/01
1700,804887,1.3,0,0.0,,4.205,31,31,100.0,1401/01
1703,302686,,0,0.0,,0.0,31,31,100.0,1401/01
1715,604352,,0,0.0,,0.0,31,31,100.0,1401/01
1735,122040,,0,0.0,,0.0,31,31,100.0,1401/01
1750,514255,1.55,0,0.0,,30.01,7,31,22.58,1401/01
1761,514624,,0,0.0,,0.0,31,31,100.0,1401/01
1776,515024,,0,0.0,,0.0,31,31,100.0,1401/01
1831,516141,,0,0.0,,0.0,31,31,100.0,1401/01
1893,603424,,0,0.0,,0.0,31,31,100.0,1401/01
1946,514806,,0,0.0,,0.0,31,31,100.0,1401/01
1949,618005,,0,0.0,,0.0,31,31,100.0,1401/01
1969,518885,,0,0.0,,0.0,31,31,100.0,1401/01
1972,515843,,0,0.0,,0.0,31,31,100.0,1401/01
1981,602007,,0,0.0,,0.0,31,31,100.0,1401/01
2003,516014,,0,0.0,,2.708,19,31,61.29,1401/01
2018,604572,,0,0.0,,0.0,31,31,100.0,1401/01
2063,524002,,0,0.0,,0.0,31,31,100.0,1401/01
2076,608600,,0,0.0,,0.0,31,31,100.0,1401/01
2077,804911,,0,0.0,,0.0,31,31,100.0,1401/01
2089,517164,,0,0.0,,0.0,31,31,100.0,1401/01
2091,516060,0.8,0,0.0,,4.883,31,31,100.0,1401/01
2099,514143,,0,0.0,,0.0,31,31,100.0,1401/01
2107,516027,,0,0.0,,0.0,31,31,100.0,1401/01
2157,518828,,0,0.0,,0.0,31,31,100.0,1401/01
2158,100507,,0,0.0,,0.0,31,31,100.0,1401/01
2225,603182,,0,0.0,,0.0,31,31,100.0,1401/02
2266,513657,,0,0.0,,0.0,31,31,100.0,1401/02
2278,515828,,0,0.0,,0.0,31,31,100.0,1401/02
2297,519684,,0,0.0,,0.0,31,31,100.0,1401/02
2312,911838,,0,0.0,,0.0,31,31,100.0,1401/02
2317,804014,,0,0.0,,0.0,31,31,100.0,1401/02
2328,603017,,0,0.0,,0.0,31,31,100.0,1401/02
2331,222222,,0,0.0,,0.0,31,31,100.0,1401/02
2507,805079,,0,0.0,,0.0,31,31,100.0,1401/02
2549,804592,,0,0.0,,0.0,31,31,100.0,1401/02
2553,514831,,0,0.0,,0.0,31,31,100.0,1401/02
2581,603187,,0,0.0,,0.0,31,31,100.0,1401/02
2612,202545,,0,0.0,,0.0,31,31,100.0,1401/02
2614,530165,,0,0.0,,0.0,31,31,100.0,1401/02
2618,519905,,0,0.0,,1.089,31,31,100.0,1401/02
2623,514787,,0,0.0,,0.0,31,31,100.0,1401/02
2629,515436,0.4,0,0.0,,7.537,31,31,100.0,1401/02
2638,523005,,0,0.0,,0.0,31,31,100.0,1401/02
2641,925243,,0,0.0,,0.0,31,31,100.0,1401/02
2666,515531,,0,0.0,,0.0,14,31,45.16,1401/02
2697,516421,,0,0.0,,0.0,31,31,100.0,1401/02
2706,514722,3.9,0,0.0,,98.42,14,31,45.16,1401/02
2724,603190,,0,0.0,,0.0,31,31,100.0,1401/02
2758,602018,,0,0.0,,0.0,31,31,100.0,1401/02
2760,804970,,0,0.0,,0.0,31,31,100.0,1401/02
2787,603230,,0,0.0,,0.0,31,31,100.0,1401/02
2836,615159,,0,0.0,,0.0,31,31,100.0,1401/02
2856,514322,,0,0.0,,0.0,31,31,100.0,1401/02
2863,515976,3.32,0,0.0,,53.168,31,31,100.0,1401/02
2877,516929,,0,0.0,,0.0,31,31,100.0,1401/02
2907,529071,,0,0.0,,0.0,31,31,100.0,1401/02
2916,530103,,0,0.0,,0.0,4,31,12.9,1401/02
2942,108154,,0,0.0,,0.0,31,31,100.0,1401/02
2954,222222,,0,0.0,,0.0,1,31,3.23,1401/02
3021,608931,,0,0.0,,0.0,31,31,100.0,1401/02
3075,606085,,0,0.0,,0.0,31,31,100.0,1401/02
3077,602428-1,,0,0.0,,0.0,31,31,100.0,1401/02
3078,602428-2,,0,0.0,,0.0,31,31,100.0,1401/02
3079,602667,,0,0.0,,0.0,31,31,100.0,1401/02
3132,100085,,0,0.0,,0.0,31,31,100.0,1401/02
3158,200682,,0,0.0,,0.0,31,31,100.0,1401/02
3161,212144,,0,0.0,,0.0,6,31,19.35,1401/02
3162,212151,,0,0.0,,0.0,6,31,19.35,1401/02
3197,518510,,0,0.0,,0.0,31,31,100.0,1401/02
3207,526244,,0,0.0,,0.0,31,31,100.0,1401/02
3235,515134,,0,0.0,,0.0,31,31,100.0,1401/02
3248,518382,,0,0.0,,0.0,31,31,100.0,1401/02
3251,602864,,0,0.0,,0.0,31,31,100.0,1401/02
3259,600868,,0,0.0,,0.0,10,31,32.26,1401/02
3296,514086,,0,0.0,,0.0,31,31,100.0,1401/02
3297,514574,,0,0.0,,0.0,31,31,100.0,1401/02
3298,514654,,0,0.0,,0.0,31,31,100.0,1401/02
3299,514090,,0,0.0,,0.037,31,31,100.0,1401/02
3300,515619,,0,0.0,,0.0,31,31,100.0,1401/02
3314,517932,15.58,0,0.0,,218.0,17,31,54.84,1401/02
3320,516377,,0,0.0,,0.0,31,31,100.0,1401/02
3321,111138,,0,0.0,,0.0,31,31,100.0,1401/02
3323,514951,,0,0.0,,0.0,31,31,100.0,1401/02
3325,517716,,0,0.0,,0.0,31,31,100.0,1401/02
3328,515517,,0,0.0,,0.0,31,31,100.0,1401/02
3329,517099,,0,0.0,,0.0,31,31,100.0,1401/02
3330,517303,,0,0.0,,0.0,31,31,100.0,1401/02
3332,514953,,0,0.0,,0.0,31,31,100.0,1401/02
3333,517921,6.8,0,0.0,,69.65,31,31,100.0,1401/02
3334,516388,,0,0.0,,0.0,31,31,100.0,1401/02
3335,517922,,0,0.0,,0.0,31,31,100.0,1401/02
3336,515269,,0,0.0,,0.0,31,31,100.0,1401/02
3343,515724,,0,0.0,,0.0,31,31,100.0,1401/02
3357,515058,,0,0.0,,0.0,31,31,100.0,1401/02
3399,444442,,0,0.0,,210.38,31,31,100.0,1401/02
3450,514393,,0,0.0,,0.0,3,31,9.68,1401/02
3467,514148,,0,0.0,,33.62,31,31,100.0,1401/02
3473,521081,,0,0.0,,0.0,31,31,100.0,1401/02
3480,805112,,0,0.0,,0.0,31,31,100.0,1401/02
3484,603636,2.8,0,0.0,,134.493,6,31,19.35,1401/02
3505,804784,,0,0.0,,0.0,31,31,100.0,1401/02
3522,602795,,0,0.0,,0.0,31,31,100.0,1401/02
3546,530361,,0,0.0,,0.0,5,31,16.13,1401/02
3595,805172,,0,0.0,,0.0,31,31,100.0,1401/02
3649,518947,,0,0.0,,0.0,31,31,100.0,1401/02
3655,517020,,0,0.0,,0.0,31,31,100.0,1401/02
3662,200370,,0,0.0,,0.0,31,31,100.0,1401/02
3684,517218,,0,0.0,,0.0,31,31,100.0,1401/02
3686,524461,,0,0.0,,0.0,31,31,100.0,1401/02
3718,100626,,0,0.0,,0.0,31,31,100.0,1401/02
3740,607156,,0,0.0,,0.0,31,31,100.0,1401/02
3785,601125,,0,0.0,,0.0,1,31,3.23,1401/02
3790,515049,,0,0.0,,0.0,31,31,100.0,1401/02
3791,517263,,0,0.0,,0.0,31,31,100.0,1401/02
3792,514625,,0,0.0,,0.0,31,31,100.0,1401/02
3793,516883,,0,0.0,,0.0,31,31,100.0,1401/02
3802,805657,,0,0.0,,0.0,31,31,100.0,1401/02
3825,913163,,0,0.0,,0.0,31,31,100.0,1401/02
3831,806472,,0,0.0,,0.0,31,31,100.0,1401/02
3879,515387,,0,0.0,,0.0,31,31,100.0,1401/02
3885,518949,,0,0.0,,0.0,16,31,51.61,1401/02
3890,604158,,0,0.0,,0.0,31,31,100.0,1401/02
3900,603207,,0,0.0,,0.0,31,31,100.0,1401/02
3904,604716,,0,0.0,,0.0,31,31,100.0,1401/02
3915,514243,,0,0.0,,0.0,31,31,100.0,1401/02
3921,302686,,0,0.0,,0.0,31,31,100.0,1401/02
3953,122040,,0,0.0,,0.0,31,31,100.0,1401/02
3957,600061,3.3,0,0.0,,99.758,16,31,51.61,1401/02
3972,514563,12.25,0,0.0,,71.9,31,31,100.0,1401/02
3994,515024,,0,0.0,,0.0,31,31,100.0,1401/02
4049,516141,,0,0.0,,0.0,31,31,100.0,1401/02
4051,529278,,0,0.0,,4629.836,31,31,100.0,1401/02
4111,603424,,0,0.0,,0.0,31,31,100.0,1401/02
4164,514806,,0,0.0,,0.0,31,31,100.0,1401/02
4187,518885,,0,0.0,,0.0,31,31,100.0,1401/02
4190,515843,,0,0.0,,0.0,31,31,100.0,1401/02
4199,602007,,0,0.0,,0.0,31,31,100.0,1401/02
4236,604572,,0,0.0,,0.0,31,31,100.0,1401/02
4247,601194,,0,0.0,,0.0,31,31,100.0,1401/02
4281,524002,,0,0.0,,0.0,31,31,100.0,1401/02
4294,608600,,0,0.0,,0.0,31,31,100.0,1401/02
4307,517164,,0,0.0,,0.0,31,31,100.0,1401/02
4317,514143,,0,0.0,,0.0,31,31,100.0,1401/02
4325,516027,,0,0.0,,0.0,31,31,100.0,1401/02
4363,300290,,0,0.0,,606.226,31,31,100.0,1401/02
4375,518828,,0,0.0,,0.0,31,31,100.0,1401/02
4443,603182,,0,0.0,,0.0,31,31,100.0,1401/03
4484,513657,,0,0.0,,0.0,31,31,100.0,1401/03
4530,911838,,0,0.0,,0.0,31,31,100.0,1401/03
4535,804014,,0,0.0,,0.0,31,31,100.0,1401/03
4546,603017,,0,0.0,,0.0,31,31,100.0,1401/03
4549,222222,,0,0.0,,0.0,31,31,100.0,1401/03
4725,805079,,0,0.0,,0.0,31,31,100.0,1401/03
4767,804592,,0,0.0,,0.0,31,31,100.0,1401/03
4771,514831,,0,0.0,,0.0,31,31,100.0,1401/03
4799,603187,,0,0.0,,0.0,31,31,100.0,1401/03
4830,202545,,0,0.0,,0.0,31,31,100.0,1401/03
4832,530165,,0,0.0,,0.0,31,31,100.0,1401/03
4856,523005,,0,0.0,,0.0,31,31,100.0,1401/03
4915,516421,,0,0.0,,0.0,31,31,100.0,1401/03
4942,603190,,0,0.0,,0.0,31,31,100.0,1401/03
4975,912936,0.5,0,0.0,,1.178,31,31,100.0,1401/03
4976,602018,,0,0.0,,0.0,31,31,100.0,1401/03
4978,804970,,0,0.0,,0.0,31,31,100.0,1401/03
5005,603230,,0,0.0,,0.0,31,31,100.0,1401/03
5054,615159,,0,0.0,,0.0,31,31,100.0,1401/03
5074,514322,,0,0.0,,0.0,31,31,100.0,1401/03
5118,615609,,0,0.0,,0.0,31,31,100.0,1401/03
5125,529071,,0,0.0,,0.0,31,31,100.0,1401/03
5132,516414,,0,0.0,,5.054,1,31,3.23,1401/03
5160,108154,,0,0.0,,0.0,31,31,100.0,1401/03
5165,541763,2.8,0,0.0,,45.886,8,31,25.81,1401/03
5239,608931,,0,0.0,,0.0,31,31,100.0,1401/03
5293,606085,,0,0.0,,0.0,31,31,100.0,1401/03
5295,602428-1,,0,0.0,,0.0,31,31,100.0,1401/03
5296,602428-2,,0,0.0,,0.0,31,31,100.0,1401/03
5297,602667,,0,0.0,,0.0,31,31,100.0,1401/03
5350,100085,,0,0.0,,0.0,31,31,100.0,1401/03
5376,200682,,0,0.0,,0.0,31,31,100.0,1401/03
5379,212144,,0,0.0,,0.0,2,31,6.45,1401/03
5380,212151,,0,0.0,,0.0,31,31,100.0,1401/03
5415,518510,,0,0.0,,0.11,31,31,100.0,1401/03
5421,515938,,0,0.0,,3.781,1,31,3.23,1401/03
5425,526244,,0,0.0,,0.0,31,31,100.0,1401/03
5453,515134,,0,0.0,,0.0,31,31,100.0,1401/03
5466,518382,,0,0.0,,0.0,31,31,100.0,1401/03
5469,602864,,0,0.0,,0.0,31,31,100.0,1401/03
5514,514086,,0,0.0,,0.0,31,31,100.0,1401/03
5515,514574,,0,0.0,,0.0,30,31,96.77,1401/03
5516,514654,,0,0.0,,0.0,31,31,100.0,1401/03
5518,515619,,0,0.0,,0.0,31,31,100.0,1401/03
5538,516377,,0,0.0,,0.0,31,31,100.0,1401/03
5539,111138,,0,0.0,,0.0,31,31,100.0,1401/03
5541,514951,,0,0.0,,0.0,31,31,100.0,1401/03
5543,517716,,0,0.0,,0.0,31,31,100.0,1401/03
5546,515517,,0,0.0,,0.0,31,31,100.0,1401/03
5547,517099,,0,0.0,,0.0,31,31,100.0,1401/03
5548,517303,,0,0.0,,0.0,31,31,100.0,1401/03
5550,514953,,0,0.0,,0.0,31,31,100.0,1401/03
5552,516388,,0,0.0,,0.0,31,31,100.0,1401/03
5553,517922,,0,0.0,,0.0,31,31,100.0,1401/03
5554,515269,,0,0.0,,0.0,31,31,100.0,1401/03
5561,515724,,0,0.0,,0.0,31,31,100.0,1401/03
5575,515058,,0,0.0,,0.0,31,31,100.0,1401/03
5617,444442,,0,0.0,,0.0,31,31,100.0,1401/03
5685,514148,,0,0.0,,0.0,31,31,100.0,1401/03
5690,805135,,0,0.0,,0.069,31,31,100.0,1401/03
5691,521081,,0,0.0,,0.0,31,31,100.0,1401/03
5698,805112,,0,0.0,,0.0,31,31,100.0,1401/03
5723,804784,,0,0.0,,0.0,31,31,100.0,1401/03
5740,602795,,0,0.0,,0.0,31,31,100.0,1401/03
5813,805172,,0,0.0,,0.07,31,31,100.0,1401/03
5873,517020,,0,0.0,,0.0,31,31,100.0,1401/03
5904,524461,,0,0.0,,0.0,31,31,100.0,1401/03
5936,100626,,0,0.0,,0.0,31,31,100.0,1401/03
5949,804548,3.63,0,0.0,,123.773,31,31,100.0,1401/03
5958,607156,,0,0.0,,0.0,31,31,100.0,1401/03
6010,514625,,0,0.0,,0.0,31,31,100.0,1401/03
6043,913163,,0,0.0,,0.0,31,31,100.0,1401/03
6049,806472,,0,0.0,,0.0,31,31,100.0,1401/03
6097,515387,,0,0.0,,0.0,31,31,100.0,1401/03
6103,518949,,0,0.0,,0.0,24,31,77.42,1401/03
6104,515550,1.1,0,0.0,,48.745,8,31,25.81,1401/03
6108,604158,,0,0.0,,0.0,31,31,100.0,1401/03
6118,603207,,0,0.0,,0.0,31,31,100.0,1401/03
6122,604716,,0,0.0,,0.0,31,31,100.0,1401/03
6133,514243,,0,0.0,,0.0,31,31,100.0,1401/03
6139,302686,,0,0.0,,0.0,31,31,100.0,1401/03
6212,515024,,0,0.0,,0.0,31,31,100.0,1401/03
6267,516141,,0,0.0,,0.0,31,31,100.0,1401/03
6269,529278,,0,0.0,,0.0,31,31,100.0,1401/03
6329,603424,,0,0.0,,0.0,31,31,100.0,1401/03
6368,516955,,0,0.0,,0.0,31,31,100.0,1401/03
6382,514806,,0,0.0,,0.0,31,31,100.0,1401/03
6405,518885,,0,0.0,,0.0,31,31,100.0,1401/03
6408,515843,,0,0.0,,0.0,31,31,100.0,1401/03
6417,602007,,0,0.0,,0.0,31,31,100.0,1401/03
6465,601194,,0,0.0,,0.0,31,31,100.0,1401/03
6512,608600,,0,0.0,,0.0,31,31,100.0,1401/03
6525,517164,,0,0.0,,0.0,31,31,100.0,1401/03
6535,514143,,0,0.0,,0.0,31,31,100.0,1401/03
6543,516027,,0,0.0,,0.0,31,31,100.0,1401/03
6545,122043,5.3,0,0.0,,44.783,8,31,25.81,1401/03
6581,300290,,0,0.0,,0.0,31,31,100.0,1401/03
6593,518828,,0,0.0,,0.0,31,31,100.0,1401/03
6661,603182,,0,0.0,,0.0,31,31,100.0,1401/04
6702,513657,,0,0.0,,0.0,31,31,100.0,1401/04
6711,516231,,0,0.0,,0.0,2,31,6.45,1401/04
6748,911838,5.7,0,0.0,,24.011,31,31,100.0,1401/04
6753,804014,,0,0.0,,0.0,31,31,100.0,1401/04
6764,603017,,0,0.0,,0.0,31,31,100.0,1401/04
6767,222222,,0,0.0,,0.0,31,31,100.0,1401/04
6882,805438,,0,0.0,,0.0,20,31,64.52,1401/04
6935,601523,3.8,0,0.0,,12.384,31,31,100.0,1401/04
6943,805079,,0,0.0,,0.0,31,31,100.0,1401/04
6985,804592,,0,0.0,,0.0,31,31,100.0,1401/04
6989,514831,,0,0.0,,0.0,31,31,100.0,1401/04
7012,529044,,0,0.0,,0.0,31,31,100.0,1401/04
7017,603187,,0,0.0,,0.0,31,31,100.0,1401/04
7045,514009,,0,0.0,,4.719,2,31,6.45,1401/04
7048,202545,,0,0.0,,0.0,31,31,100.0,1401/04
7065,515436,0.3,0,0.0,,4.409,31,31,100.0,1401/04
7160,603190,,0,0.0,,0.0,31,31,100.0,1401/04
7176,608982,2.64,0,0.0,,7850.995,31,31,100.0,1401/04
7194,602018,,0,0.0,,0.0,31,31,100.0,1401/04
7201,622260,,0,0.0,,0.0,20,31,64.52,1401/04
7223,603230,,0,0.0,,0.0,31,31,100.0,1401/04
7292,514322,,0,0.0,,0.0,31,31,100.0,1401/04
7304,529330,,0,0.0,,0.0,24,31,77.42,1401/04
7336,615609,,0,0.0,,0.0,31,31,100.0,1401/04
7343,529071,,0,0.0,,0.0,31,31,100.0,1401/04
7378,108154,,0,0.0,,0.0,31,31,100.0,1401/04
7457,608931,,0,0.0,,0.0,31,31,100.0,1401/04
7511,606085,,0,0.0,,0.0,31,31,100.0,1401/04
7513,602428-1,,0,0.0,,0.0,31,31,100.0,1401/04
7514,602428-2,,0,0.0,,0.0,31,31,100.0,1401/04
7515,602667,,0,0.0,,0.0,31,31,100.0,1401/04
7562,514628,,0,0.0,,0.0,31,31,100.0,1401/04
7568,100085,,0,0.0,,0.0,31,31,100.0,1401/04
7594,200682,,0,0.0,,0.0,31,31,100.0,1401/04
7643,526244,,0,0.0,,0.0,31,31,100.0,1401/04
7671,515134,,0,0.0,,0.0,31,31,100.0,1401/04
7673,602487,,0,0.0,,0.0,20,31,64.52,1401/04
7684,518382,,0,0.0,,0.0,31,31,100.0,1401/04
7687,602864,,0,0.0,,0.0,31,31,100.0,1401/04
7698,519696,,0,0.0,,0.0,31,31,100.0,1401/04
7732,514086,,0,0.0,,0.0,31,31,100.0,1401/04
7733,514574,,0,0.0,,0.0,31,31,100.0,1401/04
7734,514654,,0,0.0,,0.0,31,31,100.0,1401/04
7736,515619,,0,0.0,,0.0,31,31,100.0,1401/04
7756,516377,,0,0.0,,0.0,31,31,100.0,1401/04
7757,111138,,0,0.0,,0.0,31,31,100.0,1401/04
7759,514951,,0,0.0,,0.0,31,31,100.0,1401/04
7761,517716,,0,0.0,,0.0,31,31,100.0,1401/04
7764,515517,,0,0.0,,0.0,31,31,100.0,1401/04
7765,517099,,0,0.0,,0.0,31,31,100.0,1401/04
7766,517303,,0,0.0,,0.0,31,31,100.0,1401/04
7768,514953,,0,0.0,,0.0,31,31,100.0,1401/04
7770,516388,,0,0.0,,0.0,31,31,100.0,1401/04
7771,517922,,0,0.0,,0.0,31,31,100.0,1401/04
7772,515269,,0,0.0,,0.0,31,31,100.0,1401/04
7779,515724,,0,0.0,,0.0,31,31,100.0,1401/04
7793,515058,,0,0.0,,0.0,31,31,100.0,1401/04
7835,444442,20.5,0,0.0,,20.36,31,31,100.0,1401/04
7909,521081,,0,0.0,,0.0,31,31,100.0,1401/04
7916,805112,,0,0.0,,0.0,31,31,100.0,1401/04
7920,603636,,0,0.0,,251.847,10,31,32.26,1401/04
7941,804784,,0,0.0,,0.0,31,31,100.0,1401/04
7958,602795,,0,0.0,,0.66,31,31,100.0,1401/04
7971,618307,0.8,0,0.0,,16.104,31,31,100.0,1401/04
8051,628052,5.3,0,0.0,,16.052,31,31,100.0,1401/04
8085,518947,,0,0.0,,0.0,31,31,100.0,1401/04
8091,517020,,0,0.0,,0.0,31,31,100.0,1401/04
8122,524461,,0,0.0,,0.0,31,31,100.0,1401/04
8154,100626,,0,0.0,,0.0,31,31,100.0,1401/04
8176,607156,,0,0.0,,0.0,31,31,100.0,1401/04
8247,519465,,0,0.0,,0.08,31,31,100.0,1401/04
8267,806472,,0,0.0,,0.0,31,31,100.0,1401/04
8312,107079,,0,0.0,,0.0,7,31,22.58,1401/04
8315,515387,,0,0.0,,0.0,31,31,100.0,1401/04
8321,518949,1.38,0,0.0,,68.859,29,31,93.55,1401/04
8326,604158,,0,0.0,,0.0,31,31,100.0,1401/04
8336,603207,,0,0.0,,0.0,31,31,100.0,1401/04
8340,604716,,0,0.0,,0.0,31,31,100.0,1401/04
8351,514243,,0,0.0,,0.0,31,31,100.0,1401/04
8357,302686,,0,0.0,,0.0,31,31,100.0,1401/04
8430,515024,,0,0.0,,0.0,31,31,100.0,1401/04
8459,518972,4.37,0,0.0,,74.836,31,31,100.0,1401/04
8487,529278,,0,0.0,,0.0,31,31,100.0,1401/04
8547,603424,,0,0.0,,0.0,31,31,100.0,1401/04
8586,516955,,0,0.0,,0.0,31,31,100.0,1401/04
8589,516805,3.2,0,0.0,,16.5,31,31,100.0,1401/04
8599,925011,,0,0.0,,0.0,19,31,61.29,1401/04
8600,514806,,0,0.0,,0.0,31,31,100.0,1401/04
8626,515843,,0,0.0,,0.0,31,31,100.0,1401/04
8635,602007,,0,0.0,,0.0,31,31,100.0,1401/04
8675,514394,,0,0.0,,1.12,1,31,3.23,1401/04
8683,601194,,0,0.0,,0.0,31,31,100.0,1401/04
8730,608600,,0,0.0,,0.0,31,31,100.0,1401/04
8743,517164,,0,0.0,,0.0,31,31,100.0,1401/04
8744,602588,,0,0.0,,0.0,31,31,100.0,1401/04
8753,514143,,0,0.0,,0.0,31,31,100.0,1401/04
8761,516027,,0,0.0,,0.0,31,31,100.0,1401/04
8775,525860,4.4,0,0.0,,12.824,31,31,100.0,1401/04
8799,300290,,0,0.0,,0.0,31,31,100.0,1401/04
8811,518828,,0,0.0,,0.0,31,31,100.0,1401/04
8867,925247,,0,0.0,,0.0,31,31,100.0,1401/04
8876,529232,,0,0.0,,0.0,2,31,6.45,1401/05
8879,603182,,0,0.0,,0.0,31,31,100.0,1401/05
8903,609042,,0,0.0,,0.0,31,31,100.0,1401/05
